playerID,HOF,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,ERA,AllStar,MVP,CyYoung,WorldSeriesMVP,GoldGlove
aasedo01,0,66,60,448,91,22,5,82,3328.0,1085,468,89,457,641,45.0,21.0,7.0,3,4730.0,234.0,503,,,3.796875,1.0,0.0,0.0,0.0,0.0
abbeybe01,0,22,40,79,66,52,0,1,1704.0,686,285,18,192,161,,18.0,0.0,0,0.0,12.0,442,,,4.515845070422535,,,,,
abbotgl01,0,62,83,248,206,37,5,0,3858.0,1405,627,162,352,484,28.0,18.0,32.0,5,5509.0,13.0,707,,,4.388024883359254,0.0,0.0,0.0,0.0,0.0
abbotji01,0,87,108,263,254,31,6,0,5022.0,1779,791,154,620,888,30.0,53.0,32.0,11,7211.0,5.0,880,,,4.252688172043011,0.0,0.0,0.0,0.0,0.0
abbotky01,0,4,17,57,22,0,0,0,556.0,207,107,26,79,124,0.0,13.0,2.0,3,815.0,4.0,112,,,5.196043165467626,0.0,0.0,0.0,0.0,0.0
abbotpa01,0,43,37,162,112,1,0,0,2162.0,682,394,101,393,496,17.0,37.0,21.0,0,3187.0,17.0,421,8.0,12.0,4.9204440333024975,0.0,0.0,0.0,0.0,0.0
aberal01,0,24,25,168,30,7,0,14,1168.0,398,181,29,160,169,10.0,8.0,6.0,0,1698.0,76.0,205,,,4.1840753424657535,0.0,0.0,,,
abernte02,0,63,69,681,34,7,2,148,3443.0,1010,441,70,592,765,80.0,35.0,45.0,3,4963.0,416.0,513,,,3.4583212314841707,0.0,0.0,0.0,0.0,0.0
acevejo01,0,18,25,104,59,1,0,1,1105.0,420,235,71,113,253,14.0,9.0,12.0,2,1628.0,11.0,246,14.0,17.0,5.742081447963801,0.0,0.0,0.0,0.0,0.0
aceveju01,0,28,40,367,34,0,0,53,1710.0,597,274,72,226,350,34.0,20.0,28.0,4,2488.0,165.0,316,11.0,12.0,4.326315789473684,0.0,0.0,0.0,0.0,0.0
ackerji01,0,33,49,467,32,0,0,30,2713.0,918,399,82,329,482,40.0,31.0,32.0,2,3868.0,159.0,447,,,3.9708809436048655,0.0,0.0,0.0,0.0,0.0
ackerto01,0,19,13,153,23,5,1,8,1141.0,365,174,43,150,256,20.0,6.0,17.0,0,1629.0,35.0,181,,,4.117440841367221,0.0,0.0,,,
acostcy01,0,13,9,107,0,0,0,27,558.0,143,55,15,77,109,8.0,4.0,12.0,1,768.0,74.0,65,,,2.661290322580645,0.0,0.0,0.0,0.0,0.0
acosted01,0,6,9,57,8,3,1,1,413.0,153,62,12,39,70,8.0,6.0,4.0,2,594.0,22.0,71,,,4.053268765133172,0.0,0.0,0.0,0.0,0.0
acostjo01,0,10,10,55,13,6,1,4,640.0,265,107,9,68,45,,4.0,0.0,0,939.0,28.0,119,,,4.5140625,,0.0,,,
acrema01,0,9,6,114,0,0,0,2,381.0,135,73,16,68,98,9.0,3.0,5.0,1,582.0,32.0,75,,,5.173228346456693,0.0,0.0,0.0,0.0,0.0
adamsac01,0,41,33,302,7,2,0,49,1658.0,541,213,26,224,171,,15.0,8.0,0,2379.0,218.0,247,,,3.4686369119420988,1.0,0.0,,,
adamsba01,0,194,140,482,355,206,44,15,8986.0,2841,917,68,430,1036,,26.0,47.0,2,11947.0,89.0,1129,,,2.7552860004451367,,0.0,,,
adamste01,0,51,62,574,41,0,0,42,2608.0,890,403,63,380,691,33.0,54.0,17.0,6,3801.0,201.0,448,26.0,9.0,4.172162576687117,0.0,0.0,0.0,0.0,0.0
adamswi01,0,8,16,65,21,8,0,2,853.0,303,138,8,144,74,,8.0,19.0,0,1238.0,30.0,172,,,4.368112543962486,,0.0,,,
adkingr01,0,12,27,67,42,19,0,1,1089.0,403,175,24,156,78,,4.0,7.0,0,1626.0,18.0,211,,,4.338842975206612,,0.0,,,
adkinjo01,0,5,5,119,0,0,0,0,416.0,155,70,18,54,81,10.0,1.0,5.0,0,605.0,40.0,75,9.0,4.0,4.543269230769231,0.0,0.0,0.0,0.0,0.0
agostju01,0,40,33,543,2,0,0,29,1879.0,639,279,30,248,307,47.0,21.0,30.0,7,2713.0,198.0,313,,,4.0090473656200105,0.0,0.0,0.0,0.0,0.0
aguilri01,0,86,81,732,89,10,0,318,3874.0,1233,512,138,351,1030,42.0,53.0,36.0,10,5391.0,557.0,568,1.0,0.0,3.5684047496128035,3.0,0.0,0.0,0.0,0.0
aguirha01,0,75,72,447,149,44,9,33,4127.0,1216,496,123,479,856,35.0,35.0,47.0,9,5790.0,124.0,562,,,3.2449721347225586,2.0,0.0,0.0,0.0,0.0
akerfda01,0,9,10,125,13,1,0,3,701.0,216,132,36,127,129,16.0,21.0,13.0,1,1047.0,33.0,146,,,5.08416547788873,0.0,0.0,0.0,0.0,0.0
akerja01,0,47,45,495,0,0,0,123,2238.0,679,272,64,274,404,68.0,13.0,40.0,0,3144.0,321.0,312,,,3.2815013404825737,0.0,0.0,0.0,0.0,0.0
alburvi01,0,18,17,101,37,6,1,1,1118.0,338,170,36,220,193,7.0,21.0,12.0,1,1629.0,32.0,194,,,4.105545617173524,0.0,0.0,0.0,0.0,0.0
alcalsa01,0,14,11,68,33,3,1,2,748.0,257,132,25,121,140,9.0,9.0,6.0,5,1103.0,11.0,138,,,4.764705882352941,0.0,0.0,0.0,0.0,0.0
aldresc01,0,20,39,229,67,1,0,1,1499.0,581,334,78,230,312,20.0,30.0,19.0,2,2267.0,29.0,356,1.0,2.0,6.016010673782522,0.0,0.0,0.0,0.0,0.0
aldrija01,0,6,5,62,0,0,0,2,326.0,119,57,12,39,46,9.0,3.0,3.0,2,474.0,21.0,62,,,4.720858895705521,0.0,0.0,0.0,0.0,0.0
aldrivi01,0,97,80,248,205,102,8,6,4802.0,1671,668,87,512,526,,24.0,39.0,0,6852.0,28.0,785,,,3.7559350270720535,,0.0,,,
alexado01,0,194,174,561,464,98,18,3,10103.0,3376,1406,324,978,1528,60.0,74.0,53.0,10,14162.0,56.0,1541,,,3.757497772938731,1.0,0.0,0.0,0.0,0.0
alexape01,1,373,208,696,599,437,90,32,15570.0,4868,1476,164,951,2198,,39.0,70.0,1,20928.0,80.0,1851,,,2.559537572254335,,0.0,,,
alfonan01,0,35,37,592,0,0,0,129,1839.0,677,280,55,250,400,45.0,13.0,22.0,2,2710.0,301.0,292,25.0,11.0,4.1109298531810765,0.0,0.0,0.0,0.0,0.0
allenbo04,0,7,12,204,0,0,0,19,822.0,288,125,23,132,199,27.0,18.0,5.0,2,1232.0,84.0,152,,,4.105839416058394,0.0,0.0,0.0,0.0,0.0
allenfr01,0,50,67,180,127,60,10,3,2911.0,893,316,26,373,457,,23.0,35.0,2,4014.0,31.0,411,,,2.930951563036757,,0.0,,,
allenjo02,0,142,75,352,241,109,17,18,5851.0,1849,813,104,738,1070,,68.0,38.0,5,8292.0,68.0,924,,,3.7516663818150744,1.0,0.0,,,
allenll01,0,8,25,159,19,0,0,22,892.0,291,155,19,196,194,18.0,27.0,11.0,2,1366.0,75.0,183,,,4.691704035874439,0.0,0.0,0.0,0.0,0.0
allenne01,0,58,70,434,59,7,6,75,2965.0,985,426,73,417,611,68.0,39.0,9.0,3,4248.0,222.0,464,,,3.879258010118044,0.0,0.0,0.0,0.0,0.0
almanar01,0,14,13,254,0,0,0,2,644.0,189,115,34,136,232,13.0,8.0,6.0,4,951.0,49.0,123,7.0,12.0,4.821428571428571,0.0,0.0,0.0,0.0,0.0
almanca01,0,13,13,210,1,0,0,0,717.0,252,128,35,82,170,12.0,10.0,13.0,0,1044.0,63.0,134,5.0,11.0,4.820083682008368,0.0,0.0,0.0,0.0,0.0
almonhe01,0,1,4,50,0,0,0,0,155.0,63,36,6,30,40,5.0,8.0,2.0,0,243.0,15.0,36,2.0,2.0,6.2709677419354835,0.0,0.0,0.0,0.0,0.0
alomalu01,0,18,3,116,1,1,1,15,706.0,212,90,21,111,115,,5.0,4.0,2,1001.0,55.0,98,,,3.441926345609065,0.0,0.0,,,
altampo01,0,7,4,65,0,0,0,2,275.0,87,41,13,30,57,6.0,4.0,3.0,1,385.0,27.0,43,,,4.025454545454545,0.0,0.0,0.0,0.0,0.0
altroni01,0,83,75,218,161,128,16,7,4542.0,1455,445,17,272,425,,31.0,22.0,1,3433.0,46.0,604,,,2.6453104359313078,,0.0,,,
alvarjo01,0,8,9,98,0,0,0,5,487.0,140,54,12,79,134,15.0,7.0,7.0,2,688.0,38.0,56,,,2.9938398357289526,0.0,0.0,0.0,0.0,0.0
alvarju01,0,0,5,80,0,0,0,0,181.0,58,35,12,40,42,2.0,2.0,4.0,1,271.0,19.0,36,2.0,3.0,5.220994475138122,0.0,0.0,0.0,0.0,0.0
alvarwi01,0,102,92,355,263,12,5,4,5243.0,1624,769,190,805,1330,29.0,28.0,50.0,4,7518.0,18.0,857,17.0,11.0,3.9601373259584207,1.0,0.0,0.0,0.0,0.0
amesre01,0,183,167,533,367,209,26,36,9594.0,2896,934,42,1034,1702,,156.0,64.0,2,13080.0,115.0,1311,,,2.628517823639775,,0.0,,,
anderal02,0,49,54,148,128,15,3,0,2456.0,901,374,87,211,339,12.0,15.0,25.0,9,3474.0,7.0,424,,,4.111563517915309,0.0,0.0,0.0,0.0,0.0
anderbo01,0,36,46,246,93,15,1,13,2522.0,858,398,80,319,502,31.0,30.0,27.0,4,3634.0,62.0,450,,,4.260904044409199,0.0,0.0,0.0,0.0,0.0
anderbr02,0,82,83,291,245,12,4,1,4641.0,1743,814,264,337,723,28.0,22.0,23.0,28,6532.0,11.0,897,27.0,38.0,4.735617323852618,0.0,0.0,0.0,0.0,0.0
anderbu01,0,4,10,64,6,1,0,7,447.0,148,61,12,62,76,8.0,8.0,1.0,0,643.0,39.0,71,,,3.684563758389262,0.0,0.0,0.0,0.0,0.0
andercr01,0,7,23,82,17,2,0,5,577.0,226,109,21,81,94,2.0,12.0,6.0,0,893.0,34.0,147,,,5.10051993067591,0.0,0.0,0.0,0.0,0.0
anderfr01,0,53,57,178,114,62,11,8,2959.0,912,313,22,247,514,,31.0,15.0,1,3978.0,43.0,415,,,2.856032443393038,,0.0,,,
anderji02,0,25,47,122,96,3,0,1,1724.0,672,346,58,240,241,24.0,22.0,26.0,1,2587.0,8.0,371,21.0,19.0,5.418793503480279,0.0,0.0,0.0,0.0,0.0
anderla02,0,40,39,699,1,0,0,49,2986.0,932,348,58,311,758,64.0,21.0,17.0,7,4171.0,267.0,402,,,3.146684527796383,0.0,0.0,0.0,0.0,0.0
anderma01,0,15,7,257,0,0,0,26,770.0,249,148,30,157,224,15.0,20.0,11.0,1,1162.0,111.0,167,7.0,12.0,5.189610389610389,0.0,0.0,0.0,0.0,0.0
andreiv01,0,50,59,249,108,43,2,8,3123.0,1151,479,59,342,257,,9.0,4.0,2,4548.0,84.0,562,,,4.141210374639769,,0.0,,,
andrena01,0,41,54,127,97,50,5,2,2320.0,798,297,40,236,216,,17.0,9.0,1,3307.0,13.0,350,,,3.456465517241379,1.0,0.0,,,
andujjo01,0,127,118,405,305,68,19,9,6459.0,2016,857,155,731,1032,65.0,33.0,51.0,33,9008.0,37.0,955,,,3.582443102647469,4.0,0.0,0.0,0.0,1.0
antonjo02,0,126,110,377,268,102,25,21,5977.0,1870,739,185,687,1162,45.0,27.0,38.0,1,8424.0,61.0,860,,,3.3382968044169314,6.0,0.0,,0.0,
apodabo01,0,16,25,184,11,1,0,26,1084.0,312,114,22,131,197,41.0,7.0,6.0,4,1505.0,108.0,138,,,2.839483394833948,0.0,0.0,0.0,0.0,0.0
apontlu01,0,9,6,110,0,0,0,7,660.0,222,80,17,68,113,7.0,5.0,3.0,3,928.0,66.0,86,,,3.272727272727273,0.0,0.0,0.0,0.0,0.0
appieke01,0,169,137,414,402,34,12,0,7786.0,2425,1078,232,933,1994,51.0,106.0,79.0,7,10958.0,2.0,1168,13.0,22.0,3.738248137683021,1.0,0.0,0.0,0.0,0.0
applepe01,0,57,66,341,71,34,6,26,3423.0,1187,545,76,486,420,,32.0,26.0,1,5044.0,186.0,667,,,4.2988606485539,0.0,0.0,,,
aquingr01,0,3,6,145,0,0,0,17,463.0,163,91,23,87,143,9.0,13.0,12.0,1,709.0,65.0,101,6.0,6.0,5.306695464362851,0.0,0.0,0.0,0.0,0.0
aquinlu01,0,31,32,222,69,5,3,5,2035.0,698,277,45,224,318,24.0,20.0,25.0,3,2902.0,40.0,311,,,3.675184275184275,0.0,0.0,0.0,0.0,0.0
archeji02,0,9,16,57,28,9,2,5,699.0,244,102,19,70,122,6.0,2.0,5.0,4,1008.0,14.0,129,,,3.939914163090129,0.0,0.0,0.0,0.0,
arellfr01,0,24,22,74,49,25,2,8,1229.0,358,104,5,85,148,,8.0,11.0,0,1582.0,23.0,144,,,2.2847843775427177,,,,,
ariasal02,0,4,2,63,2,0,0,0,224.0,80,31,3,34,55,4.0,6.0,8.0,0,336.0,16.0,35,4.0,1.0,3.736607142857143,0.0,0.0,0.0,0.0,0.0
arlinst01,0,34,67,141,123,32,11,1,2366.0,792,379,61,373,463,41.0,45.0,18.0,3,3474.0,7.0,431,,,4.325021132713441,0.0,0.0,0.0,0.0,0.0
armasto02,0,53,65,185,167,0,0,0,2777.0,891,478,122,431,680,41.0,43.0,51.0,6,4055.0,7.0,519,51.0,30.0,4.647461289160965,0.0,0.0,0.0,0.0,0.0
armstja01,0,40,65,152,130,4,1,0,2360.0,807,400,102,319,510,21.0,26.0,18.0,13,3450.0,10.0,439,,,4.576271186440678,1.0,0.0,0.0,0.0,0.0
armstmi01,0,19,17,197,1,0,0,11,1014.0,300,154,42,155,221,20.0,16.0,6.0,2,1439.0,94.0,170,,,4.100591715976331,0.0,0.0,0.0,0.0,0.0
arnolja01,0,2,7,50,7,0,0,2,325.0,119,69,7,58,42,2.0,5.0,10.0,0,494.0,23.0,81,2.0,4.0,5.7323076923076925,0.0,0.0,0.0,0.0,0.0
arnsbbr01,0,9,6,94,4,0,0,6,475.0,159,75,27,85,100,4.0,18.0,7.0,3,714.0,29.0,85,,,4.2631578947368425,0.0,0.0,0.0,0.0,0.0
arochre01,0,18,17,124,36,2,1,11,993.0,363,151,37,75,190,12.0,7.0,11.0,1,1404.0,40.0,169,,,4.1057401812688825,0.0,0.0,0.0,0.0,0.0
arrigge01,0,35,40,194,80,9,3,4,1860.0,605,285,56,291,433,26.0,42.0,22.0,1,2718.0,45.0,315,,,4.137096774193548,0.0,0.0,0.0,0.0,0.0
arrojro01,0,40,42,158,105,4,2,6,2100.0,715,354,83,255,512,15.0,13.0,67.0,3,3040.0,15.0,377,14.0,12.0,4.551428571428572,1.0,0.0,0.0,0.0,0.0
arroyfe01,0,24,37,121,60,12,2,0,1607.0,589,264,56,160,172,13.0,15.0,11.0,4,2289.0,28.0,288,,,4.435594275046671,0.0,0.0,0.0,0.0,0.0
arroylu01,0,40,32,244,36,10,1,44,1594.0,524,232,58,208,336,33.0,19.0,13.0,0,2315.0,119.0,261,,,3.9297365119196987,2.0,0.0,0.0,0.0,0.0
ashbyan01,0,98,110,309,285,21,7,1,5432.0,1857,829,205,540,1173,49.0,58.0,61.0,4,7692.0,10.0,922,32.0,18.0,4.120581737849779,2.0,0.0,0.0,0.0,0.0
ashke01,0,6,8,55,13,5,0,2,484.0,178,89,6,59,47,,3.0,6.0,0,689.0,33.0,109,,,4.964876033057851,,0.0,,,
assenpa01,0,61,44,884,1,0,0,56,2567.0,817,336,73,315,807,78.0,31.0,22.0,5,3664.0,275.0,371,,,3.534086482275029,0.0,0.0,0.0,0.0,0.0
astacpe01,0,129,124,392,343,31,12,0,6590.0,2292,1140,291,726,1664,54.0,59.0,111.0,18,9472.0,11.0,1213,37.0,26.0,4.6707132018209405,0.0,0.0,0.0,0.0,0.0
atherke01,0,33,41,342,0,0,0,26,1699.0,546,251,75,215,349,36.0,10.0,10.0,1,2431.0,158.0,268,,,3.988816951147734,0.0,0.0,0.0,0.0,0.0
atkinal01,0,51,51,106,106,99,3,0,2745.0,943,403,21,209,435,,23.0,38.0,0,3129.0,2.0,625,,,3.963934426229508,,,,,
atkinbi01,0,11,4,98,0,0,0,11,442.0,129,56,17,62,99,17.0,7.0,1.0,0,625.0,49.0,60,,,3.420814479638009,0.0,0.0,0.0,0.0,0.0
augusdo01,0,34,30,88,70,9,3,0,1320.0,491,227,47,158,181,10.0,15.0,5.0,1,1926.0,6.0,245,,,4.6431818181818185,0.0,0.0,0.0,0.0,0.0
augusje01,0,55,59,279,104,27,6,11,2832.0,1028,444,87,340,348,28.0,21.0,20.0,4,4101.0,75.0,491,,,4.233050847457627,0.0,0.0,0.0,0.0,0.0
aukerel01,0,130,101,333,261,126,14,2,5890.0,2230,964,129,706,594,,10.0,38.0,3,8688.0,40.0,1106,,,4.419015280135824,0.0,0.0,,,
austiji02,0,6,4,83,0,0,0,0,300.0,74,34,6,56,48,8.0,6.0,6.0,0,418.0,21.0,36,,,3.06,0.0,0.0,0.0,0.0,0.0
austiri01,0,4,8,89,8,1,1,6,408.0,141,70,17,78,106,15.0,5.0,8.0,0,618.0,36.0,73,,,4.632352941176471,0.0,0.0,0.0,0.0,0.0
averyst01,0,96,83,297,261,14,6,0,4664.0,1529,723,148,569,980,27.0,47.0,26.0,9,6609.0,11.0,800,1.0,0.0,4.185463121783877,1.0,0.0,0.0,0.0,0.0
ayalabo01,0,37,44,406,14,0,0,59,1728.0,581,306,71,245,541,22.0,27.0,26.0,0,2537.0,214.0,353,,,4.78125,0.0,0.0,0.0,0.0,0.0
aybarma01,0,17,18,208,28,0,0,3,1173.0,413,222,49,172,273,10.0,13.0,16.0,5,1749.0,53.0,244,7.0,8.0,5.10997442455243,0.0,0.0,0.0,0.0,0.0
ayersdo01,0,65,79,299,140,58,17,15,4286.0,1357,451,23,382,622,,14.0,50.0,5,5702.0,109.0,612,,,2.841110592627158,,0.0,,,
ayraubo01,0,5,3,54,0,0,0,0,220.0,68,33,2,33,42,3.0,1.0,2.0,0,317.0,16.0,35,,,4.05,0.0,0.0,0.0,0.0,0.0
babicjo01,0,30,45,112,87,34,3,1,1776.0,657,324,38,220,231,,12.0,9.0,0,2622.0,17.0,376,,,4.925675675675675,0.0,0.0,,,
backebr01,0,31,29,145,79,1,1,0,1576.0,574,305,87,238,360,9.0,15.0,18.0,2,2332.0,23.0,313,19.0,9.0,5.225253807106599,0.0,0.0,0.0,0.0,0.0
bacsimi01,0,8,6,73,3,0,0,0,518.0,190,85,12,75,77,9.0,4.0,3.0,2,770.0,32.0,104,,,4.43050193050193,0.0,0.0,0.0,0.0,0.0
bacsimi02,0,10,13,51,35,1,0,0,648.0,261,131,41,60,97,7.0,4.0,13.0,0,960.0,2.0,141,8.0,7.0,5.458333333333333,0.0,0.0,0.0,0.0,0.0
baczefr01,0,17,10,63,40,14,2,1,838.0,306,138,38,111,104,0.0,2.0,3.0,0,1220.0,8.0,149,,,4.4463007159904535,0.0,0.0,,,
baeched01,0,5,6,64,9,3,0,0,481.0,200,99,9,78,61,,5.0,11.0,0,755.0,27.0,116,,,5.557172557172557,,0.0,,,
baekch01,0,16,18,59,44,1,0,0,839.0,294,150,35,81,184,5.0,8.0,10.0,0,1202.0,5.0,161,4.0,9.0,4.827175208581645,0.0,0.0,0.0,0.0,0.0
bagbyji01,0,127,88,316,208,133,16,29,5465.0,1884,629,47,458,450,,19.0,33.0,0,7533.0,92.0,769,,,3.107593778591034,,0.0,,,
bagbyji02,0,97,96,303,198,84,13,9,4999.0,1815,733,98,608,431,,26.0,28.0,1,7266.0,65.0,849,,,3.958991798359672,2.0,0.0,,,
bahnsst01,0,146,149,574,327,73,16,20,7587.0,2440,1013,223,924,1359,59.0,89.0,34.0,3,10701.0,90.0,1127,,,3.604982206405694,0.0,0.0,0.0,0.0,0.0
bailebi01,0,38,76,203,117,70,8,0,3253.0,1035,430,20,527,570,,43.0,44.0,2,3625.0,56.0,593,,,3.569013218567476,,0.0,,,
baileco01,0,9,10,172,0,0,0,1,621.0,208,91,13,116,150,17.0,11.0,3.0,2,908.0,51.0,99,6.0,5.0,3.9565217391304346,0.0,0.0,0.0,0.0,0.0
baileho01,0,6,9,50,8,0,0,1,356.0,120,69,15,40,41,6.0,4.0,5.0,0,504.0,22.0,76,,,5.23314606741573,0.0,0.0,0.0,0.0,0.0
bailero01,0,18,19,92,46,5,2,1,1068.0,392,194,43,161,162,5.0,14.0,15.0,1,1580.0,13.0,216,,,4.904494382022472,0.0,0.0,0.0,0.0,0.0
bailesc01,0,39,44,343,59,5,2,13,2039.0,758,374,89,256,351,21.0,19.0,16.0,6,3011.0,103.0,423,,,4.95242766061795,0.0,0.0,0.0,0.0,0.0
bailesw01,0,4,7,52,6,0,0,0,412.0,171,70,4,40,35,,3.0,7.0,0,598.0,28.0,85,,,4.587378640776699,,0.0,,,
bairdo01,0,55,43,584,5,0,0,81,2728.0,839,367,86,405,689,77.0,43.0,7.0,2,3901.0,299.0,398,,,3.6323313782991202,0.0,0.0,0.0,0.0,0.0
bakelje01,0,76,125,215,204,191,7,0,5348.0,1909,725,43,564,669,,43.0,15.0,0,5008.0,11.0,1321,,,3.6602468212415857,,,,,
bakerki01,0,9,38,58,44,34,2,0,1113.0,483,254,20,186,115,,30.0,23.0,0,874.0,13.0,388,,,6.1617250673854445,,,,,
bakerst01,0,7,16,84,26,0,0,6,711.0,262,135,26,127,131,7.0,19.0,9.0,2,1078.0,26.0,150,,,5.1265822784810124,0.0,0.0,0.0,0.0,0.0
bakerto01,0,3,9,68,9,3,0,2,519.0,195,91,6,92,58,,10.0,3.0,1,791.0,36.0,109,,,4.734104046242774,,0.0,,,
baldsja01,0,48,41,457,0,0,0,60,2112.0,687,289,45,298,555,67.0,49.0,23.0,0,3066.0,267.0,335,,,3.694602272727273,0.0,0.0,0.0,0.0,0.0
baldwda01,0,6,11,176,0,0,0,22,674.0,190,77,17,89,164,13.0,6.0,9.0,1,937.0,80.0,85,,,3.0845697329376853,0.0,0.0,0.0,0.0,0.0
baldwja01,0,79,74,266,202,7,2,2,3968.0,1443,737,203,486,844,19.0,57.0,52.0,8,5804.0,24.0,794,19.0,21.0,5.014868951612903,1.0,0.0,0.0,0.0,0.0
baldwla01,0,73,41,118,116,112,9,1,3051.0,921,322,31,233,582,,44.0,7.0,0,4123.0,4.0,547,,,2.849557522123894,,,,,
baldwma01,0,156,165,347,328,296,14,4,8434.0,2699,1051,82,1307,1354,,183.0,42.0,0,7025.0,20.0,1817,,,3.3645956841356415,,,,,
baldwri01,0,4,7,105,0,0,0,7,548.0,173,73,10,75,86,14.0,7.0,11.0,3,781.0,46.0,77,,,3.596715328467153,0.0,0.0,0.0,0.0,0.0
balejo01,0,3,7,109,12,0,0,1,521.0,183,90,16,75,148,6.0,7.0,7.0,0,765.0,21.0,98,7.0,12.0,4.664107485604607,0.0,0.0,0.0,0.0,0.0
ballaje01,0,41,53,197,118,10,2,2,2320.0,914,405,92,229,244,22.0,13.0,18.0,5,3357.0,22.0,458,,,4.713362068965517,0.0,0.0,0.0,0.0,0.0
balleja01,0,4,9,94,5,0,0,6,469.0,169,91,26,79,117,14.0,11.0,5.0,7,710.0,36.0,98,,,5.2388059701492535,0.0,0.0,0.0,0.0,0.0
ballowi01,0,19,20,99,27,10,0,2,989.0,398,187,22,168,109,,12.0,5.0,0,1500.0,44.0,224,,,5.105156723963599,,0.0,,,
bankhda01,0,9,5,52,13,2,1,4,460.0,161,111,22,110,111,,3.0,3.0,2,706.0,21.0,116,,,6.515217391304348,0.0,0.0,,,
bankhsc01,0,57,48,267,110,7,3,1,2703.0,876,418,111,289,614,26.0,24.0,15.0,3,3814.0,30.0,451,,,4.175360710321865,0.0,0.0,0.0,0.0,0.0
bankswi01,0,33,39,181,84,1,1,2,1831.0,632,322,65,302,428,16.0,41.0,15.0,10,2717.0,40.0,370,0.0,1.0,4.748225013653741,0.0,0.0,0.0,0.0,0.0
bannibr01,0,37,50,117,114,2,0,0,2002.0,724,377,86,224,384,8.0,35.0,22.0,3,2914.0,2.0,407,11.0,30.0,5.084415584415584,0.0,0.0,0.0,0.0,0.0
bannifl01,0,134,143,431,363,62,16,0,7164.0,2320,1078,291,846,1723,39.0,84.0,40.0,9,10187.0,13.0,1189,,,4.062814070351759,1.0,0.0,0.0,0.0,0.0
bantaja01,0,14,12,69,19,3,1,5,614.0,176,86,15,113,116,,9.0,10.0,0,895.0,24.0,97,,,3.781758957654723,0.0,0.0,,,
barbest01,0,121,106,466,272,59,21,13,5997.0,1818,747,125,950,1309,59.0,91.0,42.0,6,8591.0,90.0,870,,,3.363181590795398,2.0,0.0,0.0,0.0,0.0
barera01,0,16,26,88,49,9,3,1,1020.0,398,181,28,120,145,14.0,8.0,1.0,0,1492.0,18.0,206,,,4.791176470588235,0.0,0.0,0.0,0.0,0.0
barfijo01,0,8,8,65,11,0,0,2,418.0,153,73,13,39,53,6.0,2.0,1.0,3,591.0,15.0,86,,,4.715311004784689,0.0,0.0,0.0,0.0,0.0
barfocl01,0,8,10,86,5,2,1,5,751.0,293,114,13,66,49,,2.0,11.0,0,1092.0,55.0,151,,,4.098535286284953,,0.0,,,
bargecy01,0,46,63,151,111,78,5,9,2927.0,1010,386,18,334,297,,7.0,28.0,0,3952.0,35.0,479,,,3.5606422958660744,,,,,
barkele01,0,74,76,248,194,35,7,5,3971.0,1289,639,96,513,975,20.0,65.0,21.0,2,5674.0,26.0,695,,,4.344749433392093,1.0,0.0,0.0,0.0,0.0
barlomi01,0,10,6,133,2,0,0,6,740.0,279,127,16,104,96,15.0,13.0,15.0,1,1095.0,60.0,147,,,4.633783783783784,0.0,0.0,0.0,0.0,0.0
barnebr01,0,14,22,116,56,2,0,3,1219.0,364,178,39,204,275,8.0,15.0,9.0,4,1754.0,13.0,193,,,3.9425758818703858,0.0,0.0,0.0,0.0,0.0
barneje01,0,152,150,422,314,180,26,13,7709.0,2686,918,88,515,653,,22.0,25.0,0,10676.0,76.0,1150,,,3.2152030094694513,,0.0,,,
barnere02,0,35,31,155,81,20,6,1,1793.0,474,286,48,410,336,,21.0,15.0,4,2593.0,30.0,328,,,4.306748466257669,0.0,0.0,,,
barnevi01,0,61,59,205,135,58,7,11,3282.0,1192,445,46,293,275,,9.0,8.0,1,4643.0,31.0,525,,,3.6608775137111516,,0.0,,,
barojsa01,0,18,21,179,18,0,0,35,1170.0,374,171,33,179,177,15.0,14.0,9.0,7,1667.0,87.0,186,,,3.9461538461538463,0.0,0.0,0.0,0.0,0.0
barrbo01,0,49,98,158,151,141,6,1,3982.0,1455,565,31,363,588,,52.0,34.0,0,5764.0,7.0,935,,,3.830989452536414,,,,,
barredi01,0,35,58,141,91,32,3,2,2187.0,753,347,29,320,271,,26.0,14.0,3,3218.0,28.0,398,,,4.283950617283951,0.0,0.0,,,
barrefr01,0,15,17,104,2,0,0,12,653.0,211,85,8,90,90,,8.0,2.0,0,924.0,67.0,100,,,3.5145482388973965,0.0,0.0,,,
barrere01,0,69,69,253,149,67,11,7,3790.0,1292,496,78,312,333,,12.0,12.0,1,5317.0,62.0,579,,,3.533509234828496,1.0,0.0,,,
barrifr01,0,38,38,129,102,27,2,3,2154.0,718,331,64,246,323,8.0,10.0,23.0,3,3087.0,16.0,369,,,4.149025069637883,0.0,0.0,0.0,0.0,0.0
barrji01,0,101,112,454,252,64,20,12,6196.0,2170,816,161,469,741,74.0,22.0,30.0,14,8612.0,74.0,908,,,3.5558424790187217,0.0,0.0,0.0,0.0,0.0
bartocl01,0,1,2,53,0,0,0,0,117.0,45,22,11,22,40,0.0,0.0,2.0,1,182.0,9.0,23,2.0,1.0,5.076923076923077,0.0,0.0,0.0,0.0,0.0
